cell,metric,note,pair,target_est,ref_est,n_target,routes_target,n_ref,routes_ref,diff,ci_lo,ci_hi,mde80,effect_over_mde,excludes0,ref_ok
A15_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282,0.2,0.0656,10,2,9,2,0.1344,0.0003,0.641,0.371,0.3623,True,False
A15_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282old,0.2,0.042,10,2,19,3,0.158,-0.03,0.5723,0.384,0.4114,False,True
A15_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282pool,0.2,0.0445,10,2,28,5,0.1555,0.0521,0.6974,0.3682,0.4225,True,True
A15_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282,0.2402,0.0656,6,1,9,2,0.1746,-0.0181,0.3426,0.2626,0.6647,False,False
A15_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282old,0.2402,0.042,6,1,19,3,0.1982,-0.0166,0.3559,0.2777,0.7137,False,True
A15_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.2402,0.0445,6,1,28,5,0.1957,0.0151,0.3495,0.2547,0.7685,True,True
A15_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282,0.2541,0.0656,10,1,9,2,0.1885,0.0277,0.3225,0.2028,0.9292,True,False
A15_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282old,0.2541,0.042,10,1,19,3,0.2121,0.0055,0.3441,0.2188,0.9695,True,True
A15_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282pool,0.2541,0.0445,10,1,28,5,0.2096,0.0802,0.3372,0.1905,1.1003,True,True
A15_2.5-5,mode_ratio_1.8-3Hz,4,V282old-V282,0.042,0.0656,19,3,9,2,-0.0236,-0.1007,0.1878,0.1561,0.1512,False,False
A15_2.5-5,hf_ratio_2-10Hz,4,T64-V282,0.277,0.1238,10,2,9,2,0.1531,-0.1497,0.4701,0.4344,0.3524,False,False
A15_2.5-5,hf_ratio_2-10Hz,4,T64-V282old,0.277,0.1327,10,2,19,3,0.1443,-0.0337,0.5091,0.3785,0.3812,False,True
A15_2.5-5,hf_ratio_2-10Hz,4,T64-V282pool,0.277,0.1323,10,2,28,5,0.1447,-0.0202,0.5397,0.3719,0.389,False,True
A15_2.5-5,hf_ratio_2-10Hz,4,T64B-V282,0.3242,0.1238,6,1,9,2,0.2004,-0.2213,0.3191,0.3779,0.5302,False,False
A15_2.5-5,hf_ratio_2-10Hz,4,T64B-V282old,0.3242,0.1327,6,1,19,3,0.1915,-0.1086,0.3259,0.3167,0.6048,False,True
A15_2.5-5,hf_ratio_2-10Hz,4,T64B-V282pool,0.3242,0.1323,6,1,28,5,0.1919,-0.0341,0.3124,0.2906,0.6604,False,True
A15_2.5-5,hf_ratio_2-10Hz,4,T4-V282,0.2473,0.1238,10,1,9,2,0.1235,-0.1081,0.1935,0.2749,0.4491,False,False
A15_2.5-5,hf_ratio_2-10Hz,4,T4-V282old,0.2473,0.1327,10,1,19,3,0.1146,-0.0633,0.2215,0.1867,0.614,False,True
A15_2.5-5,hf_ratio_2-10Hz,4,T4-V282pool,0.2473,0.1323,10,1,28,5,0.115,-0.0318,0.1986,0.1389,0.828,False,True
A15_2.5-5,hf_ratio_2-10Hz,4,V282old-V282,0.1327,0.1238,19,3,9,2,0.0088,-0.2548,0.1867,0.3197,0.0277,False,False
A15_2.5-5,mode_rms_1.8-3Hz,4,T64-V282,8.2796,2.1468,10,2,9,2,6.1328,2.3722,15.4931,9.7007,0.6322,True,False
A15_2.5-5,mode_rms_1.8-3Hz,4,T64-V282old,8.2796,1.5968,10,2,19,3,6.6828,2.7363,16.0101,9.7533,0.6852,True,True
A15_2.5-5,mode_rms_1.8-3Hz,4,T64-V282pool,8.2796,2.0076,10,2,28,5,6.2719,2.6926,15.5993,9.7298,0.6446,True,True
A15_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282,13.5843,2.1468,6,1,9,2,11.4375,6.0648,15.7926,8.1736,1.3993,True,False
A15_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282old,13.5843,1.5968,6,1,19,3,11.9875,6.4289,16.64,8.1843,1.4647,True,True
A15_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282pool,13.5843,2.0076,6,1,28,5,11.5766,6.3741,16.4055,8.0688,1.4347,True,True
A15_2.5-5,mode_rms_1.8-3Hz,4,T4-V282,9.9818,2.1468,10,1,9,2,7.835,5.9026,11.7373,4.5594,1.7184,True,False
A15_2.5-5,mode_rms_1.8-3Hz,4,T4-V282old,9.9818,1.5968,10,1,19,3,8.385,6.4127,12.0493,4.6566,1.8007,True,True
A15_2.5-5,mode_rms_1.8-3Hz,4,T4-V282pool,9.9818,2.0076,10,1,28,5,7.9741,6.3509,11.7672,4.4733,1.7826,True,True
A15_2.5-5,mode_rms_1.8-3Hz,4,V282old-V282,1.5968,2.1468,19,3,9,2,-0.55,-2.1978,1.5287,2.5816,0.2131,False,False
A15_2.5-5,hf_rms_2-10Hz,4,T64-V282,10.2484,4.5581,10,2,9,2,5.6903,1.3865,21.3136,14.0346,0.4054,True,False
A15_2.5-5,hf_rms_2-10Hz,4,T64-V282old,10.2484,3.9766,10,2,19,3,6.2718,2.9428,21.6237,13.7089,0.4575,True,True
A15_2.5-5,hf_rms_2-10Hz,4,T64-V282pool,10.2484,4.2673,10,2,28,5,5.9811,2.8009,21.1369,13.7558,0.4348,True,True
A15_2.5-5,hf_rms_2-10Hz,4,T64B-V282,17.6163,4.5581,6,1,9,2,13.0583,4.7304,19.5489,10.6755,1.2232,True,False
A15_2.5-5,hf_rms_2-10Hz,4,T64B-V282old,17.6163,3.9766,6,1,19,3,13.6398,6.3614,20.8894,10.3977,1.3118,True,True
A15_2.5-5,hf_rms_2-10Hz,4,T64B-V282pool,17.6163,4.2673,6,1,28,5,13.349,6.1683,19.9147,10.2788,1.2987,True,True
A15_2.5-5,hf_rms_2-10Hz,4,T4-V282,11.0043,4.5581,10,1,9,2,6.4462,0.741,10.62,6.9304,0.9301,True,False
A15_2.5-5,hf_rms_2-10Hz,4,T4-V282old,11.0043,3.9766,10,1,19,3,7.0277,2.3737,11.1653,6.2908,1.1172,True,True
A15_2.5-5,hf_rms_2-10Hz,4,T4-V282pool,11.0043,4.2673,10,1,28,5,6.737,2.3742,10.7675,6.0738,1.1092,True,True
A15_2.5-5,hf_rms_2-10Hz,4,V282old-V282,3.9766,4.5581,19,3,9,2,-0.5815,-4.6461,2.1046,4.9232,0.1181,False,False
A15_2.5-5,travel_conc,4,T64-V282,0.2452,0.2078,10,2,9,2,0.0374,-0.2767,0.176,0.3869,0.0966,False,False
A15_2.5-5,travel_conc,4,T64-V282old,0.2452,0.1846,10,2,19,3,0.0606,-0.0066,0.2133,0.154,0.3937,False,True
A15_2.5-5,travel_conc,4,T64-V282pool,0.2452,0.1891,10,2,28,5,0.0561,-0.014,0.1778,0.156,0.3594,False,True
A15_2.5-5,travel_conc,4,T64B-V282,0.1735,0.2078,6,1,9,2,-0.0343,-0.3363,0.0645,0.3606,0.0951,False,False
A15_2.5-5,travel_conc,4,T64B-V282old,0.1735,0.1846,6,1,19,3,-0.0111,-0.0749,0.0744,0.1094,0.1012,False,True
A15_2.5-5,travel_conc,4,T64B-V282pool,0.1735,0.1891,6,1,28,5,-0.0156,-0.0921,0.0635,0.1181,0.132,False,True
A15_2.5-5,travel_conc,4,T4-V282,0.1908,0.2078,10,1,9,2,-0.017,-0.3134,0.0517,0.3571,0.0476,False,False
A15_2.5-5,travel_conc,4,T4-V282old,0.1908,0.1846,10,1,19,3,0.0062,-0.0662,0.0711,0.0898,0.0692,False,True
A15_2.5-5,travel_conc,4,T4-V282pool,0.1908,0.1891,10,1,28,5,0.0017,-0.0727,0.0578,0.096,0.0177,False,True
A15_2.5-5,travel_conc,4,V282old-V282,0.1846,0.2078,19,3,9,2,-0.0232,-0.3507,0.0613,0.3627,0.064,False,False
A15_2.5-5,dwelljump_per100deg,4,T64-V282,0.3643,0.1953,10,2,9,2,0.169,-0.5576,1.5519,1.795,0.0941,False,False
A15_2.5-5,dwelljump_per100deg,4,T64-V282old,0.3643,0.0942,10,2,19,3,0.2701,-0.6705,1.5595,1.8469,0.1463,False,True
A15_2.5-5,dwelljump_per100deg,4,T64-V282pool,0.3643,0.1271,10,2,28,5,0.2372,-0.4534,1.6008,1.7292,0.1372,False,True
A15_2.5-5,dwelljump_per100deg,4,T64B-V282,0.0,0.1953,6,1,9,2,-0.1953,-0.7948,0.0,0.6573,0.2971,False,False
A15_2.5-5,dwelljump_per100deg,4,T64B-V282old,0.0,0.0942,6,1,19,3,-0.0942,-1.0283,0.0,0.8149,0.1156,False,True
A15_2.5-5,dwelljump_per100deg,4,T64B-V282pool,0.0,0.1271,6,1,28,5,-0.1271,-0.6299,0.0,0.4898,0.2594,False,True
A15_2.5-5,dwelljump_per100deg,4,T4-V282,0.0,0.1953,10,1,9,2,-0.1953,-0.7948,0.0,0.6573,0.2971,False,False
A15_2.5-5,dwelljump_per100deg,4,T4-V282old,0.0,0.0942,10,1,19,3,-0.0942,-1.0283,0.0,0.8149,0.1156,False,True
A15_2.5-5,dwelljump_per100deg,4,T4-V282pool,0.0,0.1271,10,1,28,5,-0.1271,-0.6299,0.0,0.4898,0.2594,False,True
A15_2.5-5,dwelljump_per100deg,4,V282old-V282,0.0942,0.1953,19,3,9,2,-0.1012,-0.7389,0.829,1.0494,0.0964,False,False
A15_5-8,mode_ratio_1.8-3Hz,4,T64-V282,0.2323,0.044,15,2,18,3,0.1883,0.0639,0.4462,0.3175,0.5929,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T64-V282old,0.2323,0.0327,15,2,26,3,0.1996,0.0727,0.4534,0.3174,0.6289,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T64-V282pool,0.2323,0.0348,15,2,44,6,0.1975,0.0767,0.4464,0.3146,0.6277,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T64B-V282,0.2273,0.044,14,1,18,3,0.1833,0.0842,0.5202,0.3706,0.4945,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T64B-V282old,0.2273,0.0327,14,1,26,3,0.1946,0.0819,0.5358,0.3721,0.5231,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.2273,0.0348,14,1,44,6,0.1925,0.0866,0.5236,0.3703,0.5198,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T5-V282,0.3524,0.044,10,1,18,3,0.3084,0.219,0.5725,0.263,1.1725,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T5-V282old,0.3524,0.0327,10,1,26,3,0.3197,0.2169,0.5792,0.2623,1.219,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T5-V282pool,0.3524,0.0348,10,1,44,6,0.3176,0.2156,0.577,0.2629,1.2078,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T4-V282,0.2171,0.044,18,1,18,3,0.1731,0.0782,0.3822,0.207,0.836,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T4-V282old,0.2171,0.0327,18,1,26,3,0.1844,0.0858,0.379,0.2057,0.8964,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,T4-V282pool,0.2171,0.0348,18,1,44,6,0.1823,0.0822,0.3834,0.206,0.885,True,True
A15_5-8,mode_ratio_1.8-3Hz,4,V282old-V282,0.0327,0.044,26,3,18,3,-0.0114,-0.0455,0.0419,0.0632,0.1796,False,True
A15_5-8,hf_ratio_2-10Hz,4,T64-V282,0.3227,0.1107,15,2,18,3,0.2119,0.0073,0.3992,0.254,0.8344,True,True
A15_5-8,hf_ratio_2-10Hz,4,T64-V282old,0.3227,0.1265,15,2,26,3,0.1962,-0.0451,0.3393,0.2654,0.7393,False,True
A15_5-8,hf_ratio_2-10Hz,4,T64-V282pool,0.3227,0.1243,15,2,44,6,0.1984,-0.0105,0.344,0.2484,0.7988,False,True
A15_5-8,hf_ratio_2-10Hz,4,T64B-V282,0.3549,0.1107,14,1,18,3,0.2442,0.0454,0.4162,0.3117,0.7833,True,True
A15_5-8,hf_ratio_2-10Hz,4,T64B-V282old,0.3549,0.1265,14,1,26,3,0.2284,0.0304,0.4071,0.3201,0.7133,True,True
A15_5-8,hf_ratio_2-10Hz,4,T64B-V282pool,0.3549,0.1243,14,1,44,6,0.2306,0.0339,0.3996,0.3018,0.764,True,True
A15_5-8,hf_ratio_2-10Hz,4,T5-V282,0.4743,0.1107,10,1,18,3,0.3635,0.2019,0.5215,0.2579,1.4099,True,True
A15_5-8,hf_ratio_2-10Hz,4,T5-V282old,0.4743,0.1265,10,1,26,3,0.3478,0.1666,0.5168,0.2765,1.2578,True,True
A15_5-8,hf_ratio_2-10Hz,4,T5-V282pool,0.4743,0.1243,10,1,44,6,0.35,0.1695,0.5244,0.264,1.3258,True,True
A15_5-8,hf_ratio_2-10Hz,4,T4-V282,0.2507,0.1107,18,1,18,3,0.14,-0.015,0.3298,0.2638,0.5308,False,True
A15_5-8,hf_ratio_2-10Hz,4,T4-V282old,0.2507,0.1265,18,1,26,3,0.1243,-0.0557,0.3081,0.278,0.4469,False,True
A15_5-8,hf_ratio_2-10Hz,4,T4-V282pool,0.2507,0.1243,18,1,44,6,0.1265,-0.0288,0.3108,0.2585,0.4893,False,True
A15_5-8,hf_ratio_2-10Hz,4,V282old-V282,0.1265,0.1107,26,3,18,3,0.0158,-0.1095,0.1741,0.2001,0.0788,False,True
A15_5-8,mode_rms_1.8-3Hz,4,T64-V282,8.639,1.1425,15,2,18,3,7.4965,3.2926,12.8349,6.499,1.1535,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T64-V282old,8.639,1.0275,15,2,26,3,7.6115,4.3714,13.0791,6.2749,1.213,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T64-V282pool,8.639,1.0868,15,2,44,6,7.5521,4.3607,13.0448,6.2477,1.2088,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T64B-V282,10.0644,1.1425,14,1,18,3,8.9219,3.664,18.3789,11.5513,0.7724,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T64B-V282old,10.0644,1.0275,14,1,26,3,9.037,4.4088,18.4452,11.3509,0.7961,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T64B-V282pool,10.0644,1.0868,14,1,44,6,8.9776,4.425,18.3358,11.334,0.7921,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T5-V282,12.6746,1.1425,10,1,18,3,11.5321,4.4657,18.7558,11.3846,1.013,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T5-V282old,12.6746,1.0275,10,1,26,3,11.6472,4.7934,19.2675,11.271,1.0334,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T5-V282pool,12.6746,1.0868,10,1,44,6,11.5878,4.6726,19.1422,11.2561,1.0295,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T4-V282,9.8928,1.1425,18,1,18,3,8.7503,4.3502,13.731,7.3048,1.1979,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T4-V282old,9.8928,1.0275,18,1,26,3,8.8653,5.3519,14.0046,7.1384,1.2419,True,True
A15_5-8,mode_rms_1.8-3Hz,4,T4-V282pool,9.8928,1.0868,18,1,44,6,8.806,5.4268,13.9549,7.119,1.237,True,True
A15_5-8,mode_rms_1.8-3Hz,4,V282old-V282,1.0275,1.1425,26,3,18,3,-0.115,-1.8725,0.5356,1.958,0.0588,False,True
A15_5-8,hf_rms_2-10Hz,4,T64-V282,9.0885,3.9694,15,2,18,3,5.1191,-1.277,11.7282,9.2953,0.5507,False,True
A15_5-8,hf_rms_2-10Hz,4,T64-V282old,9.0885,3.1957,15,2,26,3,5.8928,1.8165,12.3319,8.4687,0.6958,True,True
A15_5-8,hf_rms_2-10Hz,4,T64-V282pool,9.0885,3.4606,15,2,44,6,5.6279,1.8781,12.0855,8.4417,0.6667,True,True
A15_5-8,hf_rms_2-10Hz,4,T64B-V282,12.9256,3.9694,14,1,18,3,8.9562,2.6923,16.6178,10.5917,0.8456,True,True
A15_5-8,hf_rms_2-10Hz,4,T64B-V282old,12.9256,3.1957,14,1,26,3,9.7299,5.0208,16.8171,9.7797,0.9949,True,True
A15_5-8,hf_rms_2-10Hz,4,T64B-V282pool,12.9256,3.4606,14,1,44,6,9.465,5.2681,16.602,9.6744,0.9783,True,True
A15_5-8,hf_rms_2-10Hz,4,T5-V282,15.4217,3.9694,10,1,18,3,11.4523,2.3812,16.7277,10.924,1.0484,True,True
A15_5-8,hf_rms_2-10Hz,4,T5-V282old,15.4217,3.1957,10,1,26,3,12.226,4.1362,17.2611,10.2032,1.1983,True,True
A15_5-8,hf_rms_2-10Hz,4,T5-V282pool,15.4217,3.4606,10,1,44,6,11.961,3.9894,16.9639,10.1625,1.177,True,True
A15_5-8,hf_rms_2-10Hz,4,T4-V282,10.2718,3.9694,18,1,18,3,6.3024,1.5456,11.5914,7.0149,0.8984,True,True
A15_5-8,hf_rms_2-10Hz,4,T4-V282old,10.2718,3.1957,18,1,26,3,7.0761,4.8646,12.6898,5.7533,1.2299,True,True
A15_5-8,hf_rms_2-10Hz,4,T4-V282pool,10.2718,3.4606,18,1,44,6,6.8111,4.8405,12.4272,5.6636,1.2026,True,True
A15_5-8,hf_rms_2-10Hz,4,V282old-V282,3.1957,3.9694,26,3,18,3,-0.7737,-4.9581,1.1165,4.611,0.1678,False,True
A15_5-8,travel_conc,4,T64-V282,0.257,0.1913,15,2,18,3,0.0657,-0.0543,0.1308,0.1389,0.4729,False,True
A15_5-8,travel_conc,4,T64-V282old,0.257,0.1936,15,2,26,3,0.0634,-0.0529,0.1117,0.1285,0.4933,False,True
A15_5-8,travel_conc,4,T64-V282pool,0.257,0.1922,15,2,44,6,0.0648,-0.0486,0.1111,0.1211,0.5351,False,True
A15_5-8,travel_conc,4,T64B-V282,0.184,0.1913,14,1,18,3,-0.0073,-0.0419,0.1292,0.1303,0.0563,False,True
A15_5-8,travel_conc,4,T64B-V282old,0.184,0.1936,14,1,26,3,-0.0096,-0.0427,0.1167,0.1176,0.0817,False,True
A15_5-8,travel_conc,4,T64B-V282pool,0.184,0.1922,14,1,44,6,-0.0082,-0.0366,0.1091,0.1101,0.0746,False,True
A15_5-8,travel_conc,4,T5-V282,0.2354,0.1913,10,1,18,3,0.044,-0.0146,0.1139,0.1004,0.4383,False,True
A15_5-8,travel_conc,4,T5-V282old,0.2354,0.1936,10,1,26,3,0.0417,-0.0224,0.095,0.087,0.4797,False,True
A15_5-8,travel_conc,4,T5-V282pool,0.2354,0.1922,10,1,44,6,0.0431,-0.0103,0.0919,0.0764,0.5646,False,True
A15_5-8,travel_conc,4,T4-V282,0.2049,0.1913,18,1,18,3,0.0136,-0.04,0.0864,0.0964,0.141,False,True
A15_5-8,travel_conc,4,T4-V282old,0.2049,0.1936,18,1,26,3,0.0113,-0.0413,0.0721,0.0792,0.1428,False,True
A15_5-8,travel_conc,4,T4-V282pool,0.2049,0.1922,18,1,44,6,0.0127,-0.04,0.0673,0.0711,0.1786,False,True
A15_5-8,travel_conc,4,V282old-V282,0.1936,0.1913,26,3,18,3,0.0023,-0.0558,0.0761,0.1042,0.0218,False,True
A15_5-8,dwelljump_per100deg,4,T64-V282,0.1195,0.0,15,2,18,3,0.1195,0.0,0.4782,0.4151,0.2878,False,True
A15_5-8,dwelljump_per100deg,4,T64-V282old,0.1195,0.0797,15,2,26,3,0.0398,-0.3521,0.4229,0.5258,0.0757,False,True
A15_5-8,dwelljump_per100deg,4,T64-V282pool,0.1195,0.0435,15,2,44,6,0.0759,-0.2013,0.4445,0.4564,0.1664,False,True
A15_5-8,dwelljump_per100deg,4,T64B-V282,0.2157,0.0,14,1,18,3,0.2157,0.0,0.579,0.4334,0.4976,False,True
A15_5-8,dwelljump_per100deg,4,T64B-V282old,0.2157,0.0797,14,1,26,3,0.136,-0.277,0.5287,0.5426,0.2507,False,True
A15_5-8,dwelljump_per100deg,4,T64B-V282pool,0.2157,0.0435,14,1,44,6,0.1721,-0.123,0.5582,0.4768,0.361,False,True
A15_5-8,dwelljump_per100deg,4,T5-V282,0.2282,0.0,10,1,18,3,0.2282,0.0,0.7178,0.5945,0.3838,False,True
A15_5-8,dwelljump_per100deg,4,T5-V282old,0.2282,0.0797,10,1,26,3,0.1485,-0.2999,0.6523,0.6895,0.2154,False,True
A15_5-8,dwelljump_per100deg,4,T5-V282pool,0.2282,0.0435,10,1,44,6,0.1846,-0.1672,0.6895,0.626,0.2949,False,True
A15_5-8,dwelljump_per100deg,4,T4-V282,0.3337,0.0,18,1,18,3,0.3337,0.0749,0.7575,0.5174,0.645,True,True
A15_5-8,dwelljump_per100deg,4,T4-V282old,0.3337,0.0797,18,1,26,3,0.2541,-0.1322,0.6791,0.5972,0.4254,False,True
A15_5-8,dwelljump_per100deg,4,T4-V282pool,0.3337,0.0435,18,1,44,6,0.2902,-0.0403,0.7224,0.5539,0.5239,False,True
A15_5-8,dwelljump_per100deg,4,V282old-V282,0.0797,0.0,26,3,18,3,0.0797,0.0,0.405,0.3126,0.2549,False,True
A15_5-8,turn_gain_hold,3,T5-V282old,0.8794,0.9536,3,1,3,2,-0.0742,-0.5269,0.4202,0.6968,0.1065,False,True
A15_5-8,turn_gain_hold,3,T5-V282pool,0.8794,0.9536,3,1,5,3,-0.0742,-0.5269,0.2825,0.6542,0.1135,False,True
A15_5-8,turn_hf_rms,4,T5-V282,5.0032,4.3816,3,1,3,1,0.6216,-0.3,12.1604,11.5477,0.0538,False,False
A15_5-8,turn_hf_rms,4,T5-V282old,5.0032,2.5603,3,1,3,2,2.4429,0.9661,11.0207,10.8474,0.2252,True,True
A15_5-8,turn_hf_rms,4,T5-V282pool,5.0032,2.9931,3,1,6,3,2.0101,0.0103,11.0207,11.0042,0.1827,True,True
A15_5-8,turn_hf_rms,4,V282old-V282,2.5603,4.3816,3,2,3,1,-1.8213,-2.3961,2.2698,4.4045,0.4135,False,False
A15_5-8,turn_mode_rms,4,T5-V282,3.799,2.3681,3,1,3,1,1.431,1.2414,11.4755,10.237,0.1398,True,False
A15_5-8,turn_mode_rms,4,T5-V282old,3.799,0.7815,3,1,3,2,3.0175,2.9529,11.5347,9.9934,0.3019,True,True
A15_5-8,turn_mode_rms,4,T5-V282pool,3.799,0.7887,3,1,6,3,3.0103,1.3806,11.4755,10.1359,0.297,True,True
A15_5-8,turn_mode_rms,4,V282old-V282,0.7815,2.3681,3,2,3,1,-1.5865,-2.0386,0.2679,2.3656,0.6707,False,False
A15_8-15,mode_ratio_1.8-3Hz,4,T64B-V282,0.6047,0.0568,25,1,35,3,0.5478,0.3101,0.6289,0.2439,2.2465,True,True
A15_8-15,mode_ratio_1.8-3Hz,4,T64B-V282old,0.6047,0.0584,25,1,16,3,0.5463,0.2958,0.6243,0.2503,2.1821,True,False
A15_8-15,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.6047,0.0568,25,1,51,6,0.5478,0.3149,0.6215,0.2409,2.2739,True,True
A15_8-15,mode_ratio_1.8-3Hz,4,T5-V282,0.5343,0.0568,5,1,35,3,0.4775,0.2156,0.5307,0.1877,2.5438,True,True
A15_8-15,mode_ratio_1.8-3Hz,4,T5-V282old,0.5343,0.0584,5,1,16,3,0.476,0.2178,0.5384,0.1948,2.4428,True,False
A15_8-15,mode_ratio_1.8-3Hz,4,T5-V282pool,0.5343,0.0568,5,1,51,6,0.4775,0.2156,0.5258,0.1876,2.546,True,True
A15_8-15,mode_ratio_1.8-3Hz,4,T4-V282,0.4059,0.0568,17,1,35,3,0.3491,0.2034,0.4943,0.2056,1.6985,True,True
A15_8-15,mode_ratio_1.8-3Hz,4,T4-V282old,0.4059,0.0584,17,1,16,3,0.3476,0.1811,0.4881,0.2157,1.611,True,False
A15_8-15,mode_ratio_1.8-3Hz,4,T4-V282pool,0.4059,0.0568,17,1,51,6,0.3491,0.2035,0.489,0.2051,1.7024,True,True
A15_8-15,mode_ratio_1.8-3Hz,4,V282old-V282,0.0584,0.0568,16,3,35,3,0.0016,-0.0473,0.0641,0.0831,0.0187,False,True
A15_8-15,hf_ratio_2-10Hz,4,T64B-V282,0.6173,0.2033,25,1,35,3,0.4139,0.3384,0.6009,0.2089,1.9817,True,True
A15_8-15,hf_ratio_2-10Hz,4,T64B-V282old,0.6173,0.1673,25,1,16,3,0.45,0.325,0.5992,0.1903,2.3649,True,False
A15_8-15,hf_ratio_2-10Hz,4,T64B-V282pool,0.6173,0.1956,25,1,51,6,0.4217,0.3127,0.5779,0.1847,2.2836,True,True
A15_8-15,hf_ratio_2-10Hz,4,T5-V282,0.4501,0.2033,5,1,35,3,0.2468,0.1598,0.5195,0.2934,0.8409,True,True
A15_8-15,hf_ratio_2-10Hz,4,T5-V282old,0.4501,0.1673,5,1,16,3,0.2828,0.1814,0.4993,0.278,1.0172,True,False
A15_8-15,hf_ratio_2-10Hz,4,T5-V282pool,0.4501,0.1956,5,1,51,6,0.2546,0.1654,0.4901,0.2731,0.932,True,True
A15_8-15,hf_ratio_2-10Hz,4,T4-V282,0.4058,0.2033,17,1,35,3,0.2025,0.1084,0.4206,0.2125,0.9529,True,True
A15_8-15,hf_ratio_2-10Hz,4,T4-V282old,0.4058,0.1673,17,1,16,3,0.2385,0.1263,0.3974,0.1819,1.3116,True,False
A15_8-15,hf_ratio_2-10Hz,4,T4-V282pool,0.4058,0.1956,17,1,51,6,0.2103,0.1112,0.3783,0.1832,1.1477,True,True
A15_8-15,hf_ratio_2-10Hz,4,V282old-V282,0.1673,0.2033,16,3,35,3,-0.0361,-0.1085,0.0994,0.1598,0.2257,False,True
A15_8-15,mode_rms_1.8-3Hz,4,T64B-V282,8.5791,0.373,25,1,35,3,8.2061,4.904,11.7325,4.9256,1.666,True,True
A15_8-15,mode_rms_1.8-3Hz,4,T64B-V282old,8.5791,0.6696,25,1,16,3,7.9095,4.7231,11.573,4.8667,1.6252,True,False
A15_8-15,mode_rms_1.8-3Hz,4,T64B-V282pool,8.5791,0.4166,25,1,51,6,8.1625,4.881,11.6878,4.8792,1.6729,True,True
A15_8-15,mode_rms_1.8-3Hz,4,T5-V282,9.2443,0.373,5,1,35,3,8.8713,6.6274,11.8802,2.9706,2.9864,True,True
A15_8-15,mode_rms_1.8-3Hz,4,T5-V282old,9.2443,0.6696,5,1,16,3,8.5746,6.3469,11.6149,2.8627,2.9953,True,False
A15_8-15,mode_rms_1.8-3Hz,4,T5-V282pool,9.2443,0.4166,5,1,51,6,8.8277,6.5683,11.8188,2.8581,3.0887,True,True
A15_8-15,mode_rms_1.8-3Hz,4,T4-V282,10.0312,0.373,17,1,35,3,9.6582,7.4315,11.8072,3.1729,3.0439,True,True
A15_8-15,mode_rms_1.8-3Hz,4,T4-V282old,10.0312,0.6696,17,1,16,3,9.3616,7.464,11.5343,3.0041,3.1163,True,False
A15_8-15,mode_rms_1.8-3Hz,4,T4-V282pool,10.0312,0.4166,17,1,51,6,9.6146,7.5876,11.7686,3.0027,3.202,True,True
A15_8-15,mode_rms_1.8-3Hz,4,V282old-V282,0.6696,0.373,16,3,35,3,0.2967,-0.9828,0.6113,1.1416,0.2599,False,True
A15_8-15,hf_rms_2-10Hz,4,T64B-V282,9.7684,1.3906,25,1,35,3,8.3778,4.4304,12.3769,5.4783,1.5293,True,True
A15_8-15,hf_rms_2-10Hz,4,T64B-V282old,9.7684,2.1926,25,1,16,3,7.5757,3.6087,11.8286,5.0534,1.4991,True,False
A15_8-15,hf_rms_2-10Hz,4,T64B-V282pool,9.7684,1.6607,25,1,51,6,8.1076,4.1666,12.0964,5.0749,1.5976,True,True
A15_8-15,hf_rms_2-10Hz,4,T5-V282,9.3076,1.3906,5,1,35,3,7.917,5.4521,12.6076,4.3732,1.8104,True,True
